,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
2101,23,300171.SZ,东富龙,2011-02-15,医药生物,医疗器械,医疗设备,16.3,64.31,72.19,1.59,0.65,124.83,-13.86,-59.71,6.14,6.01
2102,24,301602.SZ,超研股份,2025-02-06,医药生物,医疗器械,医疗设备,22.36,65.79,67.35,7.36,0.46,95.77,-3.66,18.5,-2.9,15.0
2103,25,300358.SZ,楚天科技,2014-01-28,医药生物,医疗器械,医疗设备,11.04,,,1.48,,78.95,145.11,85.11,-6.6,-14.55
2104,26,300633.SZ,开立医疗,2017-04-13,医药生物,医疗器械,医疗设备,27.31,82.99,176.58,3.79,0.36,118.17,-69.25,-72.43,4.37,-4.78
2105,27,300314.SZ,戴维医疗,2012-05-15,医药生物,医疗器械,医疗设备,14.32,72.02,61.95,3.38,0.61,41.24,14.71,9.57,-2.55,-5.48
2106,28,688277.SH,天智航-U,2023-09-25,医药生物,医疗器械,医疗设备,23.99,,,8.76,,109.39,-49.73,-23.8,103.51,114.89
2107,29,688212.SH,澳华内镜,2023-09-25,医药生物,医疗器械,医疗设备,42.59,272.95,,4.6,0.18,57.35,-250.37,-820.03,-15.57,-26.36
2108,30,688607.SH,康众医疗,2023-09-25,医药生物,医疗器械,医疗设备,57.8,288.56,940.8,5.93,0.1,50.94,-97.24,-110.1,15.61,12.41
2109,31,688755.SH,汉邦科技,2025-05-23,医药生物,医疗器械,医疗设备,40.53,44.95,49.8,2.93,0.25,35.67,-17.27,-26.24,4.61,5.99
2110,32,300562.SZ,乐心医疗,2016-11-23,医药生物,医疗器械,医疗设备,14.69,52.33,41.97,3.16,1.89,32.11,29.99,21.35,0.1,4.57
2111,33,300753.SZ,爱朋医疗,2018-12-20,医药生物,医疗器械,医疗设备,33.2,387.45,,6.15,0.2,41.85,-401.64,-317.9,-8.41,-11.31
2112,34,688626.SH,翔宇医疗,2023-09-25,医药生物,医疗器械,医疗设备,67.61,105.08,147.16,5.34,0.34,108.18,-40.09,-37.5,6.0,6.27
2113,35,600587.SH,新华医疗,2002-10-14,医药生物,医疗器械,医疗设备,15.54,13.63,18.52,1.22,3.22,94.27,-29.61,-20.35,-6.0,-7.64
2114,36,688677.SH,海泰新光,2023-09-25,医药生物,医疗器械,医疗设备,47.04,41.66,32.35,4.28,1.26,56.39,40.03,5.52,40.47,20.5
2115,37,301515.SZ,港通医疗,2023-08-01,医药生物,医疗器械,医疗设备,25.38,175.98,,2.08,0.45,25.38,-150.92,-154.53,-30.06,-39.29
2116,38,688358.SH,祥生医疗,2023-09-25,医药生物,医疗器械,医疗设备,35.94,28.68,29.63,2.88,2.78,40.3,-4.56,-14.32,-5.27,-4.61
2117,1,688366.SH,昊海生科,2023-09-25,医药生物,医疗器械,医疗耗材,46.41,25.45,27.85,1.94,2.13,107.0,-10.63,-10.29,-8.47,-7.12
2118,2,002382.SZ,蓝帆医疗,2010-04-12,医药生物,医疗器械,医疗耗材,5.96,,,0.78,,60.03,-30.09,15.88,-10.15,-7.49
2119,3,688314.SH,康拓医疗,2023-09-25,医药生物,医疗器械,医疗耗材,38.4,35.29,35.29,4.64,0.99,31.2,0.0,12.72,4.57,11.07
2120,4,688016.SH,心脉医疗,2023-09-25,医药生物,医疗器械,医疗耗材,97.63,23.97,31.85,3.17,1.66,120.34,-22.46,-22.03,4.66,-9.24
2121,5,002901.SZ,大博医疗,2017-09-29,医药生物,医疗器械,医疗耗材,49.34,57.25,37.72,6.12,1.0,204.28,77.03,76.69,22.69,25.55
2122,6,603880.SH,南卫股份,2017-08-14,医药生物,医疗器械,医疗耗材,6.56,,,7.45,,18.96,-87.25,-1363.32,-1.7,1.39
2123,7,300238.SZ,冠昊生物,2011-07-13,医药生物,医疗器械,医疗耗材,15.73,152.13,158.6,7.29,,41.71,-4.02,1.27,5.52,5.89
2124,8,688026.SH,洁特生物,2023-09-25,医药生物,医疗器械,医疗耗材,18.41,35.8,32.58,2.33,0.39,25.84,14.22,54.46,1.88,13.5
2125,9,300003.SZ,乐普医疗,2009-11-06,医药生物,医疗器械,医疗耗材,17.96,134.07,77.66,2.18,1.66,331.07,22.35,-0.91,3.2,-0.43
2126,10,688613.SH,奥精医疗,2023-09-25,医药生物,医疗器械,医疗耗材,22.34,,,2.13,,30.61,185.19,-13.52,5.22,-0.2
2127,11,688581.SH,安杰思,2023-09-25,医药生物,医疗器械,医疗耗材,61.09,16.89,18.16,1.99,2.24,49.56,-10.35,1.26,7.51,14.56
2128,12,688151.SH,华强科技,2023-09-25,医药生物,医疗器械,医疗耗材,21.77,332.91,,1.79,0.2,75.0,-83.92,-84.49,-22.36,-25.98
2129,13,300595.SZ,欧普康视,2017-01-24,医药生物,医疗器械,医疗耗材,15.93,24.92,29.01,2.93,1.76,142.62,-15.41,-22.93,0.13,-1.42
2130,14,301370.SZ,国科恒泰,2023-07-19,医药生物,医疗器械,医疗耗材,11.61,41.81,55.61,2.18,0.72,54.64,-32.49,-17.2,-2.3,0.54
2131,15,688029.SH,南微医学,2023-09-25,医药生物,医疗器械,医疗耗材,80.72,27.41,24.8,3.72,1.85,151.63,12.9,17.04,18.29,17.36
2132,16,603718.SH,海利生物,2026-02-03,医药生物,医疗器械,医疗耗材,5.36,20.41,20.39,2.3,1.47,34.94,0.77,20.56,-14.15,2.02
2133,17,301234.SZ,五洲医疗,2022-07-12,医药生物,医疗器械,医疗耗材,41.05,69.84,115.62,3.67,0.73,27.91,-46.09,-51.69,0.82,2.26
2134,18,688161.SH,威高骨科,2023-09-25,医药生物,医疗器械,医疗耗材,29.92,53.49,44.85,2.97,0.9,119.68,26.24,52.43,2.12,-1.28
2135,19,300677.SZ,英科医疗,2017-07-28,医药生物,医疗器械,医疗耗材,41.13,18.39,15.83,1.48,0.36,269.47,34.47,21.02,4.6,8.9
2136,20,301188.SZ,力诺药包,2024-11-19,医药生物,医疗器械,医疗耗材,18.56,67.16,95.47,2.93,0.51,44.37,-27.8,-20.12,-13.22,-11.07
2137,21,603301.SH,振德医疗,2018-04-19,医药生物,医疗器械,医疗耗材,70.39,48.58,66.62,3.29,0.93,187.12,-33.91,-20.7,1.88,2.83
2138,22,688198.SH,佰仁医疗,2023-09-25,医药生物,医疗器械,医疗耗材,104.48,98.35,79.81,11.55,0.76,143.92,57.93,102.9,30.58,30.07
2139,23,301033.SZ,迈普医学,2021-08-02,医药生物,医疗器械,医疗耗材,72.85,61.94,47.93,6.42,0.81,48.85,43.65,46.03,30.53,29.28
2140,24,688085.SH,三友医疗,2023-09-25,医药生物,医疗器械,医疗耗材,21.05,612.05,108.19,3.38,0.02,70.19,623.19,2083.64,17.65,17.77
2141,25,688108.SH,赛诺医疗,2023-09-25,医药生物,医疗器械,医疗耗材,22.7,6334.33,282.94,10.47,,94.88,293.46,296.54,14.24,12.53
2142,26,603309.SH,维力医疗,2015-03-09,医药生物,医疗器械,医疗耗材,14.39,19.14,17.19,2.24,4.88,42.0,14.94,14.17,12.33,10.19
2143,27,688236.SH,春立医疗,2023-09-25,医药生物,医疗器械,医疗耗材,23.03,70.68,34.59,3.04,1.12,88.34,213.21,44.85,48.75,28.27
2144,28,603976.SH,正川股份,2017-08-29,医药生物,医疗器械,医疗耗材,20.74,58.89,177.7,2.66,1.19,31.36,-68.54,-68.26,-24.92,-29.75
2145,29,300326.SZ,ST凯利,2012-06-20,医药生物,医疗器械,医疗耗材,6.08,,,1.56,,43.59,27.09,44.88,5.03,14.75
2146,30,301122.SZ,采纳股份,2022-02-09,医药生物,医疗器械,医疗耗材,29.84,68.71,937.34,2.04,0.84,36.48,-85.64,-71.78,-15.86,-18.54
2147,31,300653.SZ,正海生物,2017-05-23,医药生物,医疗器械,医疗耗材,20.73,27.71,48.47,4.27,2.19,37.31,-46.1,-45.97,-5.36,-5.14
2148,32,300529.SZ,健帆生物,2016-08-09,医药生物,医疗器械,医疗耗材,20.63,20.09,34.2,4.98,3.76,164.75,-42.75,-29.46,-29.13,-24.15
2149,33,688351.SH,微电生理,2023-09-25,医药生物,医疗器械,医疗耗材,23.28,210.4,209.62,6.12,,109.56,0.46,92.02,15.65,12.8
2150,34,688617.SH,惠泰医疗,2023-09-25,医药生物,医疗器械,医疗耗材,231.12,48.42,42.42,10.9,0.52,325.95,18.02,24.11,22.47,21.26
2151,35,300981.SZ,中红医疗,2021-05-07,医药生物,医疗器械,医疗耗材,12.89,,,1.03,1.76,55.28,-114.13,-82.35,1.38,7.76
2152,36,002551.SZ,尚荣医疗,2011-03-04,医药生物,医疗器械,医疗耗材,3.87,146.85,,1.26,0.21,32.72,-338.5,-155.31,-24.85,-16.38
2153,37,600529.SH,山东药玻,2002-06-10,医药生物,医疗器械,医疗耗材,20.62,14.51,17.89,1.68,2.91,136.84,-24.7,-21.89,-11.1,-8.2
2154,38,605369.SH,拱东医疗,2020-09-23,医药生物,医疗器械,医疗耗材,19.58,25.15,42.24,2.52,1.46,43.17,-49.1,-47.16,1.08,0.58
2155,39,603222.SH,济民健康,2015-03-03,医药生物,医疗器械,医疗耗材,8.85,,,3.32,,46.47,-371.51,-307.1,-20.21,-21.3
2156,40,688013.SH,天臣医疗,2023-09-25,医药生物,医疗器械,医疗耗材,42.59,66.6,42.63,6.18,2.32,34.56,68.29,67.1,20.66,17.66
2157,41,301097.SZ,天益医疗,2022-04-14,医药生物,医疗器械,医疗耗材,56.33,,255.27,2.81,0.87,33.21,216.81,-35.23,24.14,11.5
2158,42,301093.SZ,华兰股份,2021-11-08,医药生物,医疗器械,医疗耗材,83.15,275.42,269.56,6.28,0.19,136.53,2.06,18.27,4.36,8.82
2159,43,603014.SH,威高血净,2025-05-26,医药生物,医疗器械,医疗耗材,40.25,37.42,35.44,2.43,0.39,168.15,7.92,10.11,3.45,8.53
2160,44,603205.SH,健尔康,2024-11-14,医药生物,医疗器械,医疗耗材,28.41,36.87,42.96,3.04,0.95,44.32,-18.24,-21.0,-7.35,-7.6
2161,45,300453.SZ,三鑫医疗,2015-05-22,医药生物,医疗器械,医疗耗材,9.32,21.4,19.9,3.53,3.22,48.66,10.16,8.35,7.88,10.83
2162,46,301580.SZ,爱迪特,2024-07-03,医药生物,医疗器械,医疗耗材,52.5,37.18,30.92,2.68,0.88,55.95,27.4,19.86,16.44,17.22
2163,47,688050.SH,爱博医疗,2023-09-25,医药生物,医疗器械,医疗耗材,60.22,29.99,32.27,4.14,0.58,116.47,-8.64,2.53,6.43,14.72
2164,48,002950.SZ,奥美医疗,2019-03-18,医药生物,医疗器械,医疗耗材,10.65,18.29,14.91,1.81,0.55,67.44,31.54,6.87,5.98,5.99
2165,49,301087.SZ,可孚医疗,2022-08-01,医药生物,医疗器械,医疗耗材,53.59,35.91,34.98,2.38,3.27,111.95,3.3,-9.51,6.63,-4.03
2166,50,688576.SH,西山科技,2024-07-31,医药生物,医疗器械,医疗耗材,78.01,35.97,46.6,2.07,1.27,35.49,-34.15,-41.62,11.32,2.4
2167,51,603987.SH,康德莱,2016-11-28,医药生物,医疗器械,医疗耗材,9.31,18.89,16.68,1.52,1.61,40.67,17.27,18.94,0.95,0.17
2168,1,002932.SZ,明德生物,2018-07-17,医药生物,医疗器械,体外诊断,19.22,59.97,629.73,0.8,5.89,44.69,-83.3,-80.82,0.53,-9.71
2169,2,688389.SH,普门科技,2023-09-25,医药生物,医疗器械,体外诊断,13.78,17.1,23.52,2.81,2.05,59.05,-36.66,-29.27,-10.96,-14.08
2170,3,002086.SZ,东方海洋,2024-01-02,医药生物,医疗器械,体外诊断,2.27,,,3.35,,44.47,-51.43,-71.23,-0.78,0.34
2171,4,300439.SZ,美康生物,2015-04-29,医药生物,医疗器械,体外诊断,10.25,15.27,41.83,1.33,1.32,39.39,-73.02,-68.15,-19.27,-22.43
2172,5,002030.SZ,达安基因,2004-08-16,医药生物,医疗器械,体外诊断,6.47,,,1.17,,90.8,71.85,54.37,-14.81,-15.44
2173,6,688253.SH,英诺特,2023-09-25,医药生物,医疗器械,体外诊断,35.38,19.63,36.32,2.38,1.55,48.47,-46.37,-39.36,-36.56,-34.35
2174,7,300642.SZ,透景生命,2017-04-28,医药生物,医疗器械,体外诊断,18.62,87.64,190.15,2.06,0.8,30.27,-76.33,-58.41,-19.73,-26.25
2175,8,600645.SH,中源协和,1999-12-30,医药生物,医疗器械,体外诊断,25.34,118.16,158.64,3.2,,118.58,-19.18,-32.18,-9.41,-10.71
2176,9,688606.SH,奥泰生物,2023-09-25,医药生物,医疗器械,体外诊断,69.59,18.24,18.72,1.44,3.54,55.17,-3.91,6.57,2.44,8.41
2177,10,688217.SH,睿昂基因,2023-09-25,医药生物,医疗器械,体外诊断,30.45,,,1.9,0.55,17.01,-198.14,-61.46,-26.64,-22.29
2178,11,688068.SH,热景生物,2023-09-25,医药生物,医疗器械,体外诊断,136.96,,,4.33,,126.97,-168.12,-93.24,-19.8,-18.04
2179,12,300942.SZ,易瑞生物,2021-02-23,医药生物,医疗器械,体外诊断,9.8,231.92,127.06,4.69,0.18,39.7,362.49,250.02,17.45,5.44
2180,13,002022.SZ,科华生物,2004-07-28,医药生物,医疗器械,体外诊断,6.24,,,1.04,,32.1,-90.38,-154.37,-11.77,-12.65
2181,14,688298.SH,东方生物,2023-09-25,医药生物,医疗器械,体外诊断,24.33,,,0.77,,49.05,18.89,-7.58,2.16,-3.62
2182,15,688399.SH,硕世生物,2023-09-25,医药生物,医疗器械,体外诊断,71.46,,,2.02,4.76,59.93,-88.38,-86.35,-3.95,-1.05
2183,16,688575.SH,亚辉龙,2023-09-25,医药生物,医疗器械,体外诊断,14.55,27.57,58.01,3.07,1.44,83.14,-72.36,-84.82,-7.69,-15.79
2184,17,688393.SH,安必平,2023-09-25,医药生物,医疗器械,体外诊断,27.93,122.74,,2.13,0.36,26.13,-136.34,-176.38,-28.29,-30.11
2185,18,688468.SH,科美诊断,2023-09-25,医药生物,医疗器械,体外诊断,7.91,24.97,56.17,2.25,1.55,31.73,-62.94,-68.24,-24.13,-27.03
2186,19,688338.SH,赛科希德,2023-09-25,医药生物,医疗器械,体外诊断,32.11,30.16,39.11,2.02,1.01,34.08,-22.83,-23.47,-13.62,-12.62
2187,20,688067.SH,爱威科技,2023-09-25,医药生物,医疗器械,体外诊断,27.65,82.32,69.77,3.65,0.55,18.8,16.35,21.16,11.63,12.7
2188,21,688317.SH,之江生物,2023-09-25,医药生物,医疗器械,体外诊断,21.63,,,1.22,,41.56,-125.82,-137.88,-34.27,-36.91
2189,22,300463.SZ,迈克生物,2015-06-04,医药生物,医疗器械,体外诊断,12.15,57.94,,1.16,0.86,73.47,-86.81,-83.12,-17.44,-15.94
2190,23,688426.SH,康为世纪,2024-07-31,医药生物,医疗器械,体外诊断,25.75,,,2.08,,28.97,20.37,-11.7,42.01,29.74
2191,24,688193.SH,仁度生物,2023-09-25,医药生物,医疗器械,体外诊断,51.83,,,2.28,0.47,20.77,50.15,-52.94,-8.79,-6.27
2192,25,300832.SZ,新产业,2020-05-19,医药生物,医疗器械,体外诊断,54.55,23.44,25.98,4.9,2.38,428.61,-12.92,-14.62,0.39,-1.18
2193,26,300685.SZ,艾德生物,2017-08-09,医药生物,医疗器械,体外诊断,21.33,32.77,28.79,4.26,1.41,83.51,15.5,31.41,2.08,6.69
2194,27,300396.SZ,迪瑞医疗,2014-09-17,医药生物,医疗器械,体外诊断,13.19,25.34,,1.9,1.97,35.97,-145.31,-117.13,-60.12,-60.07
2195,28,300406.SZ,九强生物,2014-11-06,医药生物,医疗器械,体外诊断,13.26,14.6,18.01,2.1,6.76,77.74,-27.03,-30.01,-18.24,-18.67
2196,29,603387.SH,基蛋生物,2017-07-24,医药生物,医疗器械,体外诊断,8.59,19.48,20.87,1.62,2.1,43.56,-8.48,-25.88,-13.88,-17.0
2197,30,002432.SZ,九安医疗,2022-08-01,医药生物,医疗器械,体外诊断,41.41,11.54,10.19,0.87,0.45,192.55,16.11,52.91,-48.89,-43.35
2198,31,300289.SZ,利德曼,2012-02-23,医药生物,医疗器械,体外诊断,7.04,,,2.31,,38.3,-765.83,-800.43,-10.49,-14.8
2199,32,603658.SH,安图生物,2016-09-08,医药生物,医疗器械,体外诊断,36.68,17.55,19.09,2.4,3.44,209.6,-10.11,-7.83,-7.48,-6.65
2200,33,300482.SZ,万孚生物,2015-07-07,医药生物,医疗器械,体外诊断,20.84,17.37,37.6,1.81,1.97,97.55,-69.32,-46.82,-22.52,-20.92
2201,34,688289.SH,圣湘生物,2023-09-25,医药生物,医疗器械,体外诊断,19.99,42.03,42.66,1.62,2.66,115.82,-2.1,3.84,20.49,21.15
2202,35,300639.SZ,凯普生物,2017-04-19,医药生物,医疗器械,体外诊断,7.14,,,1.2,,46.16,51.25,-16.46,-20.38,-22.96
2203,36,600807.SH,济高发展,2024-07-31,医药生物,医疗器械,体外诊断,3.42,,,68.96,,30.25,-78.54,-57.51,-17.59,-23.36
2204,37,688656.SH,浩欧博,2023-09-25,医药生物,医疗器械,体外诊断,140.89,243.01,245.5,10.79,0.21,89.44,-1.41,-39.1,-4.84,-6.48
2205,38,688767.SH,博拓生物,2023-09-25,医药生物,医疗器械,体外诊断,35.38,31.17,51.51,2.26,2.02,52.83,-75.04,-82.82,-20.76,-23.91
2206,39,688075.SH,安旭生物,2023-09-25,医药生物,医疗器械,体外诊断,39.97,26.42,42.02,0.98,2.0,50.79,-52.6,-48.57,-19.34,-7.42
2207,1,688796.SH,百奥赛图,2025-12-17,医药生物,医疗服务,医疗研发外包,70.25,935.98,125.61,14.81,,313.95,211.59,194.72,59.5,51.27
2208,2,603456.SH,九洲药业,2023-07-06,医药生物,医疗服务,医疗研发外包,17.95,26.34,22.09,1.82,2.76,159.66,18.51,10.7,4.92,3.86
2209,3,300363.SZ,博腾股份,2014-02-12,医药生物,医疗服务,医疗研发外包,24.03,,,2.49,,130.59,138.71,115.91,19.72,19.88
2210,4,301520.SZ,万邦医药,2023-10-10,医药生物,医疗服务,医疗研发外包,44.83,34.94,73.17,1.98,,29.89,-57.44,-51.28,-28.6,-21.57
2211,5,600721.SH,百花医药,2008-01-25,医药生物,医疗服务,医疗研发外包,9.22,85.48,70.63,4.47,,35.46,36.41,12.46,2.74,2.95
2212,6,300149.SZ,睿智医药,2010-12-29,医药生物,医疗服务,医疗研发外包,11.01,,,4.37,,54.83,111.5,140.35,13.68,14.75
2213,7,688238.SH,和元生物,2023-09-25,医药生物,医疗服务,医疗研发外包,7.08,,,3.1,,45.95,14.57,7.74,-1.91,6.01
2214,8,301096.SZ,百诚医药,2021-12-27,医药生物,医疗服务,医疗研发外包,50.91,,,2.15,,55.61,-95.68,-97.69,-29.33,-36.7
2215,9,301201.SZ,诚达药业,2022-01-27,医药生物,医疗服务,医疗研发外包,38.98,,,2.83,0.5,60.31,-58.47,-49.06,16.95,11.24
2216,10,301333.SZ,诺思格,2022-08-09,医药生物,医疗服务,医疗研发外包,78.5,54.07,50.09,3.95,0.2,75.82,13.21,4.45,8.09,0.18
2217,11,301509.SZ,金凯生科,2023-08-10,医药生物,医疗服务,医疗研发外包,36.34,113.37,42.6,1.99,1.1,43.77,163.24,123.61,25.96,32.98
2218,12,300347.SZ,泰格医药,2012-08-24,医药生物,医疗服务,医疗研发外包,64.94,138.01,91.34,2.64,0.46,559.15,25.45,-22.22,-0.82,-3.21
2219,13,688710.SH,益诺思,2024-09-10,医药生物,医疗服务,医疗研发外包,62.54,59.66,43126.46,3.77,0.51,88.17,-111.14,-115.88,-35.33,-38.04
2220,14,688202.SH,美迪西,2023-09-25,医药生物,医疗服务,医疗研发外包,63.84,,,4.16,,85.77,76.93,81.63,5.14,3.64
2221,15,688265.SH,南模生物,2023-09-25,医药生物,医疗服务,医疗研发外包,46.47,557.76,74.77,2.13,,36.23,276.14,298.69,14.29,10.69
2222,16,002821.SZ,凯莱英,2016-11-25,医药生物,医疗服务,医疗研发外包,100.02,38.04,34.74,2.08,1.1,360.95,12.66,23.71,11.82,18.2
2223,17,688131.SH,皓元医药,2023-09-25,医药生物,医疗服务,医疗研发外包,70.48,74.16,50.69,4.98,0.33,149.49,65.09,115.55,27.18,24.2
2224,18,300759.SZ,康龙化成,2019-02-11,医药生物,医疗服务,医疗研发外包,30.37,31.11,36.89,3.5,0.66,557.98,-19.76,-37.0,14.38,14.93
2225,19,688046.SH,药康生物,2023-09-25,医药生物,医疗服务,医疗研发外包,17.38,64.89,49.35,3.2,0.8,71.26,11.9,-7.12,12.92,10.11
2226,20,300404.SZ,博济医药,2015-05-04,医药生物,医疗服务,医疗研发外包,10.57,141.68,550.01,4.0,0.11,40.77,-49.36,-48.33,5.07,5.88
2227,21,300683.SZ,海特生物,2024-07-31,医药生物,医疗服务,医疗研发外包,32.72,,,1.92,,42.83,-297.78,-72.1,-6.45,-3.36
2228,22,688621.SH,阳光诺和,2023-09-25,医药生物,医疗服务,医疗研发外包,65.23,41.18,54.93,6.29,0.24,73.06,-21.38,-12.61,-6.65,4.87
2229,23,300725.SZ,药石科技,2017-11-17,医药生物,医疗服务,医疗研发外包,41.5,44.2,48.24,1.36,0.57,97.03,-13.96,-26.54,25.81,23.48
2230,24,301257.SZ,普蕊斯,2022-05-24,医药生物,医疗服务,医疗研发外包,71.99,53.44,46.79,4.56,0.23,56.88,20.92,-1.4,2.59,-1.08
2231,25,688073.SH,毕得医药,2023-09-25,医药生物,医疗服务,医疗研发外包,62.8,48.6,37.23,2.85,1.36,57.07,42.79,41.6,20.67,17.91
2232,26,301230.SZ,泓博医药,2022-11-08,医药生物,医疗服务,医疗研发外包,49.51,404.55,188.88,6.89,1.0,69.11,127.96,54.99,31.43,32.73
2233,27,603127.SH,昭衍新药,2017-09-01,医药生物,医疗服务,医疗研发外包,38.02,384.61,126.57,3.51,0.08,284.9,214.79,135.9,-26.23,-21.28
2234,28,603259.SH,药明康德,2018-05-15,医药生物,医疗服务,医疗研发外包,95.61,30.19,19.03,4.02,1.77,2852.77,84.84,101.92,18.61,20.64
2235,29,688222.SH,成都先导,2023-09-25,医药生物,医疗服务,医疗研发外包,31.11,242.72,109.24,8.48,0.19,124.65,208.34,390.72,23.98,16.58
2236,1,301293.SZ,三博脑科,2023-05-12,医药生物,医疗服务,医院,77.52,152.03,189.86,6.83,0.19,159.68,-20.01,4.6,20.26,17.54
2237,2,301267.SZ,华厦眼科,2022-11-14,医药生物,医疗服务,医院,18.8,36.84,35.78,2.67,1.63,157.92,3.04,6.2,2.83,4.31
2238,3,002219.SZ,新里程,2022-06-24,医药生物,医疗服务,医院,2.42,71.43,348.79,4.16,,81.97,-167.83,-88.25,-23.4,-20.64
2239,4,300015.SZ,爱尔眼科,2009-11-06,医药生物,医疗服务,医院,11.23,29.45,32.53,4.83,2.13,1047.24,-9.76,0.05,7.25,9.12
2240,5,300143.SZ,盈康生命,2010-12-16,医药生物,医疗服务,医院,11.5,74.67,71.99,3.41,,86.19,5.2,12.82,10.59,2.4
2241,6,301103.SZ,何氏眼科,2022-03-29,医药生物,医疗服务,医院,21.38,,318.09,1.77,0.69,33.79,232.18,84.19,-1.11,-4.22
2242,7,002622.SZ,皓宸医疗,2023-07-06,医药生物,医疗服务,医院,3.0,,,6.92,,25.2,-295.68,-4391.18,-17.03,-17.9
2243,8,600568.SH,ST中珠,2001-05-25,医药生物,医疗服务,医院,2.75,,,3.19,,54.8,63.44,63.04,12.82,20.29
2244,9,002044.SZ,美年健康,2005-05-25,医药生物,医疗服务,医院,7.25,100.55,91.7,3.59,0.19,283.78,110.53,-2.59,-3.01,-2.28
2245,10,301239.SZ,普瑞眼科,2022-07-12,医药生物,医疗服务,医院,35.56,,,2.5,,53.2,3.21,-66.12,2.99,2.74
2246,11,002172.SZ,澳洋健康,2022-08-01,医药生物,医疗服务,医院,4.4,83.06,80.22,19.29,,33.69,3.71,-15.46,-9.39,-12.49
2247,12,002173.SZ,创新医疗,2007-10-09,医药生物,医疗服务,医院,29.11,,,7.21,,128.46,116.97,29.12,-2.11,-1.6
2248,13,600763.SH,通策医疗,1999-12-30,医药生物,医疗服务,医院,48.84,43.57,42.28,5.03,0.92,218.46,3.16,3.67,2.56,2.68
2249,14,002524.SZ,光正眼科,2010-12-24,医药生物,医疗服务,医院,4.67,,,21.47,,24.07,100.83,11.38,-5.05,-9.49
2250,15,000516.SZ,国际医学,1999-12-30,医药生物,医疗服务,医院,4.97,,,3.33,,111.27,-38.45,4.98,-16.94,-15.95
2251,1,600744.SH,华银电力,1996-09-05,公用事业,电力,火力发电,6.51,,62.92,9.29,,132.23,954.94,4146.8,3.23,16.18
2252,2,600578.SH,京能电力,2017-07-03,公用事业,电力,火力发电,5.22,20.28,10.05,1.47,2.3,349.46,125.66,116.63,0.49,1.05
2253,3,001286.SZ,陕西能源,2023-05-08,公用事业,电力,火力发电,10.1,12.59,12.94,1.45,3.56,378.75,-3.23,-13.45,-2.83,-6.74
2254,4,000027.SZ,深圳能源,1993-09-03,公用事业,电力,火力发电,6.79,16.11,17.52,0.99,2.21,323.03,-7.58,-2.8,6.66,6.77
2255,5,000543.SZ,皖能电力,1993-12-20,公用事业,电力,火力发电,8.08,8.88,7.67,1.07,3.95,183.16,20.43,1.05,-3.41,-5.83
2256,6,000690.SZ,宝新能源,2021-12-13,公用事业,电力,火力发电,4.4,13.57,10.25,0.76,4.55,95.74,38.62,52.62,10.61,17.33
2257,7,000600.SZ,建投能源,2007-07-03,公用事业,电力,火力发电,8.54,28.99,9.18,1.32,2.7,154.0,231.79,157.96,-3.73,-3.28
2258,8,600863.SH,内蒙华电,1994-05-20,公用事业,电力,火力发电,4.86,15.26,17.19,1.77,4.05,354.72,-10.6,-11.91,-9.23,-8.75
2259,9,000539.SZ,粤电力Ａ,1993-11-26,公用事业,电力,火力发电,4.88,26.57,315.91,1.09,0.41,256.21,-60.2,-96.4,-11.29,-11.26
2260,10,600726.SH,华电能源,1996-07-01,公用事业,电力,火力发电,2.61,124.68,,5.02,,206.38,-40.99,-27.24,-11.25,-10.87
2261,11,000531.SZ,穗恒运Ａ,2017-07-03,公用事业,电力,火力发电,6.35,39.69,15.67,0.96,2.18,66.13,139.08,135.99,-4.79,-6.55
2262,12,002608.SZ,江苏国信,2018-07-16,公用事业,电力,火力发电,7.74,9.03,8.25,0.84,1.29,292.42,10.52,3.96,-6.84,-11.97
2263,13,000966.SZ,长源电力,2000-03-16,公用事业,电力,火力发电,4.55,22.15,106.84,1.15,1.58,158.39,-62.43,-78.83,-18.65,-16.76
2264,14,000767.SZ,晋控电力,1997-06-09,公用事业,电力,火力发电,3.2,306.95,15.07,1.57,,98.46,203.02,138.08,-5.82,-8.53
2265,15,000899.SZ,赣能股份,1997-11-26,公用事业,电力,火力发电,10.73,14.66,11.07,1.66,3.08,104.69,36.26,29.39,1.24,-1.53
2266,16,600642.SH,申能股份,1993-04-16,公用事业,电力,火力发电,8.39,10.41,10.32,1.12,5.36,410.61,1.04,-5.23,-6.44,-5.28
2267,17,600011.SH,华能国际,2001-12-06,公用事业,电力,火力发电,6.96,10.78,7.5,1.63,3.88,1092.59,42.52,24.26,-6.19,-5.7
2268,18,600795.SH,国电电力,1997-03-18,公用事业,电力,火力发电,4.63,8.4,11.13,1.39,4.54,825.79,-26.27,-45.11,-6.47,-9.52
2269,19,600027.SH,华电国际,2005-02-03,公用事业,电力,火力发电,4.88,9.94,8.11,1.19,4.32,566.65,15.87,13.15,-9.72,-8.98
2270,20,600098.SH,广州发展,1997-07-18,公用事业,电力,火力发电,7.12,14.41,10.83,0.92,5.2,249.62,36.05,42.56,5.46,2.03
2271,21,600780.SH,通宝能源,2013-07-01,公用事业,电力,火力发电,6.2,13.87,11.56,0.87,,71.08,26.6,24.87,4.11,5.65
