,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
171,11,605566.SH,福莱蒽特,2021-11-01,基础化工,化学制品,纺织化学制品,30.87,186.94,134.46,2.06,0.32,41.16,24.92,24.78,-22.17,-24.36
172,12,301585.SZ,蓝宇股份,2024-12-27,基础化工,化学制品,纺织化学制品,33.21,34.36,52.41,3.58,0.93,34.54,-42.15,-49.13,-6.1,-10.57
173,13,603980.SH,吉华集团,2017-06-22,基础化工,化学制品,纺织化学制品,,,,,,,-88.74,-96.55,-8.87,-7.51
174,1,605366.SH,宏柏新材,2020-08-19,基础化工,化学制品,其他化学制品,7.23,,,2.32,,47.01,-415.41,-345.4,-1.56,-0.16
175,2,600165.SH,ST宁科,2025-12-12,基础化工,化学制品,其他化学制品,3.77,,,,,60.92,47.66,59.76,77.4,89.95
176,3,300405.SZ,科隆股份,2014-11-06,基础化工,化学制品,其他化学制品,7.06,,,4.8,,20.08,-44.36,-46.05,-13.63,-16.35
177,4,002802.SZ,洪汇新材,2016-07-06,基础化工,化学制品,其他化学制品,13.76,42.34,54.81,3.96,0.71,25.08,-30.48,-21.13,-13.48,-6.27
178,5,688357.SH,建龙微纳,2023-09-25,基础化工,化学制品,其他化学制品,33.97,45.47,39.09,1.96,0.59,33.99,20.15,4.91,4.34,0.33
179,6,300910.SZ,瑞丰新材,2020-12-04,基础化工,化学制品,其他化学制品,54.3,22.24,20.17,4.39,2.17,160.69,14.85,16.08,10.87,10.79
180,7,300641.SZ,正丹股份,2017-04-25,基础化工,化学制品,其他化学制品,20.62,9.11,10.42,3.46,2.91,108.37,-18.18,120.35,-27.02,3.37
181,8,603065.SH,宿迁联盛,2023-03-28,基础化工,化学制品,其他化学制品,8.88,94.53,101.85,1.85,1.28,37.2,-24.13,-42.84,-9.66,-13.7
182,9,001218.SZ,丽臣实业,2021-10-22,基础化工,化学制品,其他化学制品,25.92,30.92,25.23,1.48,1.97,33.74,32.41,5.7,35.09,31.43
183,10,002430.SZ,杭氧股份,2024-07-31,基础化工,化学制品,其他化学制品,31.26,33.16,30.45,3.02,1.29,305.83,12.14,9.61,10.39,8.92
184,11,603276.SH,恒兴新材,2023-10-10,基础化工,化学制品,其他化学制品,18.11,107.9,92.18,2.16,0.68,37.61,17.21,-8.53,7.37,9.99
185,12,002591.SZ,恒大高新,2022-08-01,基础化工,化学制品,其他化学制品,7.79,,,3.55,,23.39,-116.2,-138.9,-23.53,-16.83
186,13,688398.SH,赛特新材,2023-09-25,基础化工,化学制品,其他化学制品,23.18,50.41,103.82,3.78,0.43,38.9,-60.94,-77.66,9.89,3.7
187,14,300801.SZ,泰和科技,2019-12-05,基础化工,化学制品,其他化学制品,29.7,53.8,51.65,2.59,0.33,64.87,5.99,3.9,27.73,27.68
188,15,300596.SZ,利安隆,2022-08-01,基础化工,化学制品,其他化学制品,45.2,24.35,20.57,2.18,0.82,103.79,24.92,9.6,5.72,6.21
189,16,603867.SH,新化股份,2019-07-04,基础化工,化学制品,其他化学制品,29.98,28.73,28.14,2.23,1.31,65.2,2.66,0.66,0.36,-0.07
190,17,688179.SH,阿拉丁,2023-09-25,基础化工,化学制品,其他化学制品,16.55,55.74,65.57,5.55,0.92,55.05,-20.41,-39.79,17.59,15.45
191,18,002810.SZ,山东赫达,2016-09-02,基础化工,化学制品,其他化学制品,19.77,31.09,42.3,3.08,0.5,68.91,-29.65,-8.71,0.11,3.91
192,19,300072.SZ,海新能科,2023-08-23,基础化工,化学制品,其他化学制品,4.59,,,1.79,,107.85,109.15,89.15,5.6,-21.57
193,20,002549.SZ,凯美特气,2011-10-10,基础化工,化学制品,其他化学制品,21.06,,243.6,7.08,,146.44,326.54,199.82,13.19,10.52
194,21,688199.SH,久日新材,2023-09-25,基础化工,化学制品,其他化学制品,26.67,,,1.67,,43.0,111.27,29.69,-2.39,-7.11
195,22,603004.SH,鼎龙科技,2024-01-04,基础化工,化学制品,其他化学制品,24.1,34.73,31.91,2.74,0.87,56.76,13.39,20.47,11.33,9.7
196,23,300721.SZ,怡达股份,2017-11-22,基础化工,化学制品,其他化学制品,16.38,283.24,,2.39,0.18,27.0,-722.66,-599.26,-16.56,-20.82
197,24,300163.SZ,先锋新材,2014-02-21,基础化工,化学制品,其他化学制品,5.36,,27.38,4.33,,25.41,1852.52,487.28,-8.01,-2.78
198,25,603822.SH,ST嘉澳,2016-05-06,基础化工,化学制品,其他化学制品,106.98,,,18.4,,82.19,81.87,-4.73,189.39,71.0
199,26,300109.SZ,新开源,2010-09-02,基础化工,化学制品,其他化学制品,19.04,26.47,38.64,2.49,1.31,92.54,-35.39,-34.74,-14.36,-12.36
200,27,688602.SH,康鹏科技,2025-04-28,基础化工,化学制品,其他化学制品,8.6,,,1.6,,44.67,77.23,257.08,13.79,27.94
201,28,300214.SZ,日科化学,2022-08-01,基础化工,化学制品,其他化学制品,7.23,,,1.39,,33.61,107.67,102.73,17.07,37.04
202,29,002971.SZ,和远气体,2020-01-20,基础化工,化学制品,其他化学制品,31.19,90.26,91.63,4.14,0.32,66.05,-1.86,12.43,3.33,4.36
203,30,002453.SZ,华软科技,2010-07-28,基础化工,化学制品,其他化学制品,5.93,,,5.26,,48.17,-34.77,-53.21,-38.93,-31.63
204,31,300174.SZ,元力股份,2011-02-16,基础化工,化学制品,其他化学制品,16.32,20.9,24.26,1.74,1.4,59.44,-18.61,-19.95,0.82,-4.5
205,32,603010.SH,万盛股份,2022-08-01,基础化工,化学制品,其他化学制品,12.01,68.46,204.22,1.96,0.65,70.81,-57.85,-65.02,16.98,17.07
206,33,688350.SH,富淼科技,2023-09-25,基础化工,化学制品,其他化学制品,31.7,,553.47,2.65,,41.82,52.24,-19.17,-6.94,-5.8
207,34,002637.SZ,赞宇科技,2021-12-13,基础化工,化学制品,其他化学制品,13.83,48.07,39.32,1.72,0.85,65.06,24.96,6.35,27.92,41.71
208,35,603217.SH,元利科技,2019-06-28,基础化工,化学制品,其他化学制品,25.72,25.84,26.42,1.59,1.34,53.52,-2.89,0.22,-3.69,-1.69
209,36,688196.SH,卓越新能,2023-09-25,基础化工,化学制品,其他化学制品,77.98,66.56,58.3,3.1,0.6,99.18,81.23,16.01,-21.24,-32.12
210,37,000881.SZ,中广核技,2019-07-08,基础化工,化学制品,其他化学制品,8.45,,,1.53,,79.89,24.21,-15.29,-8.81,-8.29
211,38,603916.SH,苏博特,2017-11-17,基础化工,化学制品,其他化学制品,12.4,55.13,47.45,1.25,0.82,52.86,19.73,18.68,4.1,7.03
212,39,301077.SZ,星华新材,2021-10-14,基础化工,化学制品,其他化学制品,30.41,34.93,34.48,4.52,2.78,51.72,1.82,20.48,-1.84,0.28
213,40,688267.SH,中触媒,2023-09-25,基础化工,化学制品,其他化学制品,28.64,34.68,24.62,1.81,2.23,50.46,52.27,31.52,28.19,16.46
214,41,603120.SH,肯特催化,2025-04-23,基础化工,化学制品,其他化学制品,46.3,44.77,47.02,3.67,0.86,41.86,-8.18,-1.73,0.62,-0.71
215,42,001358.SZ,兴欣新材,2023-12-28,基础化工,化学制品,其他化学制品,28.48,43.24,55.15,2.45,1.72,35.09,-28.18,-21.72,7.27,0.02
216,43,603181.SH,皇马科技,2022-08-01,基础化工,化学制品,其他化学制品,16.34,24.18,21.4,2.88,1.26,96.19,18.15,14.67,5.66,7.67
217,44,603948.SH,建业股份,2020-03-09,基础化工,化学制品,其他化学制品,29.13,22.64,21.67,2.25,3.43,47.33,5.66,-8.72,-12.04,-11.41
218,45,300169.SZ,天晟新材,2014-02-21,基础化工,化学制品,其他化学制品,7.33,,,,,23.89,-1093.28,-1157.69,-16.71,-12.16
219,46,688659.SH,元琛科技,2023-09-25,基础化工,化学制品,其他化学制品,10.61,,,3.16,,16.98,-19.84,23.76,11.74,10.93
220,47,300610.SZ,晨化股份,2022-08-01,基础化工,化学制品,其他化学制品,12.17,31.19,37.37,2.27,1.64,26.17,-20.8,33.69,-4.76,-5.62
221,48,002666.SZ,德联集团,2012-04-06,基础化工,化学制品,其他化学制品,5.68,65.08,63.57,1.27,1.59,44.76,2.08,17.68,13.45,17.23
222,49,688625.SH,呈和科技,2023-09-25,基础化工,化学制品,其他化学制品,68.26,51.36,45.89,8.78,0.59,128.55,15.09,15.33,14.16,13.77
223,50,600273.SH,嘉化能源,2015-07-01,基础化工,化学制品,其他化学制品,11.33,15.26,14.79,1.53,3.47,153.73,4.05,9.64,9.33,8.31
224,51,603255.SH,鼎际得,2022-08-25,基础化工,化学制品,其他化学制品,34.26,,,2.9,,46.11,-15.49,-20.52,12.16,19.03
225,52,603125.SH,常青科技,2023-04-17,基础化工,化学制品,其他化学制品,18.0,35.68,48.27,3.05,0.57,72.87,-34.19,-31.89,-11.9,-10.67
226,53,002809.SZ,红墙股份,2016-08-30,基础化工,化学制品,其他化学制品,14.62,63.45,1249.61,1.99,2.05,30.94,-115.93,-74.08,12.73,6.93
227,54,301286.SZ,侨源股份,2022-06-21,基础化工,化学制品,其他化学制品,59.24,158.9,117.72,12.41,0.13,237.02,40.54,57.79,8.75,10.43
228,55,002455.SZ,百川股份,2010-08-11,基础化工,化学制品,其他化学制品,10.78,58.95,594.68,3.68,0.56,64.06,-95.32,-47.06,9.4,10.4
229,56,301100.SZ,风光股份,2021-12-24,基础化工,化学制品,其他化学制品,21.07,,,2.11,,42.14,3.7,-93.68,28.8,19.59
230,57,301518.SZ,长华化学,2023-08-10,基础化工,化学制品,其他化学制品,39.96,99.96,57.65,3.58,0.4,58.13,127.81,62.71,-9.31,-15.8
231,58,301373.SZ,凌玮科技,2023-02-15,基础化工,化学制品,其他化学制品,35.03,28.17,26.63,2.33,2.0,38.0,8.15,6.56,6.7,5.64
232,59,300535.SZ,达威股份,2021-12-13,基础化工,化学制品,其他化学制品,20.99,,,2.32,,22.46,-11.73,-52.85,-1.96,-4.19
233,60,688269.SH,凯立新材,2023-09-25,基础化工,化学制品,其他化学制品,44.88,63.34,52.53,5.7,0.67,58.66,29.74,30.83,25.5,24.86
234,61,301149.SZ,隆华新材,2021-11-17,基础化工,化学制品,其他化学制品,12.55,31.49,39.97,2.68,1.2,53.97,-26.6,-15.94,2.93,2.0
235,62,600500.SH,中化国际,2018-07-16,基础化工,化学制品,其他化学制品,4.47,,,1.41,,160.41,-157.8,-7291.94,-9.56,-5.83
236,63,688133.SH,泰坦科技,2023-09-25,基础化工,化学制品,其他化学制品,25.08,319.87,287.34,1.48,0.28,41.24,15.04,91.55,-13.06,-12.7
237,64,603334.SH,丰倍生物,2025-11-12,基础化工,化学制品,其他化学制品,53.71,62.25,49.91,4.62,,77.07,35.32,23.51,62.32,49.62
238,65,603722.SH,阿科力,2022-08-01,基础化工,化学制品,其他化学制品,38.6,,,3.95,0.25,37.72,-141.59,-367.84,-7.46,-11.63
239,66,301212.SZ,联盛化学,2022-04-26,基础化工,化学制品,其他化学制品,30.27,189.42,202.42,2.44,0.4,32.69,-8.2,9.61,18.06,13.95
240,67,688065.SH,凯赛生物,2023-09-25,基础化工,化学制品,其他化学制品,55.02,81.16,66.76,2.26,0.72,396.85,30.56,24.74,14.9,15.68
241,68,603285.SH,键邦股份,2024-07-12,基础化工,化学制品,其他化学制品,36.85,37.4,43.79,3.52,0.54,58.96,-17.71,-27.72,-9.45,-15.37
242,69,301059.SZ,金三江,2021-09-22,基础化工,化学制品,其他化学制品,14.1,61.06,47.26,5.33,1.2,32.59,41.35,31.41,18.76,19.01
243,70,300530.SZ,领湃科技,2016-08-16,基础化工,化学制品,其他化学制品,28.86,,,92.65,,49.63,20.46,20.56,0.5,-1.19
244,71,301076.SZ,新瀚新材,2021-10-18,基础化工,化学制品,其他化学制品,43.56,136.12,115.93,6.5,0.41,76.18,23.32,20.4,7.99,9.66
245,72,301617.SZ,博苑股份,2024-12-18,基础化工,化学制品,其他化学制品,75.6,47.4,57.86,5.98,0.57,101.03,-22.41,-18.97,6.6,7.39
246,73,300637.SZ,扬帆新材,2022-08-01,基础化工,化学制品,其他化学制品,12.67,,254.16,4.06,,29.74,213.12,208.94,36.56,47.93
247,1,600160.SH,巨化股份,2011-10-10,基础化工,化学制品,氟化工,37.78,52.05,25.82,5.11,1.09,1019.96,160.22,146.97,13.89,10.36
248,2,603505.SH,金石资源,2021-12-13,基础化工,化学制品,氟化工,19.44,63.66,67.53,9.38,0.54,163.62,-5.88,-24.74,50.73,54.24
249,3,605020.SH,永和股份,2021-07-16,基础化工,化学制品,氟化工,27.72,56.34,24.66,2.51,0.83,141.6,220.39,140.82,12.04,12.39
250,4,002407.SZ,多氟多,2011-10-10,基础化工,化学制品,氟化工,28.96,,,4.17,0.67,344.75,407.74,-16.55,-2.75,-6.65
251,5,002326.SZ,永太科技,2011-10-10,基础化工,化学制品,氟化工,26.49,,,9.0,,245.07,136.23,56.17,20.65,21.97
252,6,300343.SZ,ST联创,2023-07-06,基础化工,化学制品,氟化工,6.12,299.24,118.71,3.4,,65.42,198.11,191.96,4.48,12.83
253,7,603379.SH,三美股份,2019-04-10,基础化工,化学制品,氟化工,68.07,53.38,22.98,5.6,1.13,415.55,183.66,159.22,45.72,38.58
254,8,002915.SZ,中欣氟材,2017-12-12,基础化工,化学制品,氟化工,22.66,,,5.64,,73.75,118.2,123.4,12.72,19.81
255,9,600378.SH,昊华科技,2021-12-13,基础化工,化学制品,氟化工,36.36,44.51,32.7,2.61,0.79,469.04,44.57,20.85,20.5,19.45
256,10,603310.SH,巍华新材,2024-08-21,基础化工,化学制品,氟化工,17.3,23.56,33.51,1.51,1.73,59.74,-40.96,-52.91,-15.18,-30.71
257,1,600230.SH,沧州大化,2014-05-22,基础化工,化学制品,聚氨酯,19.72,294.29,150.82,2.03,0.11,81.63,124.26,-19.75,-10.58,-12.08
258,2,002165.SZ,红宝丽,2011-10-10,基础化工,化学制品,聚氨酯,14.12,177.48,208.21,5.08,0.28,103.82,-18.73,-35.51,3.91,-1.1
259,3,300200.SZ,高盟新材,2011-10-10,基础化工,化学制品,聚氨酯,12.03,38.3,37.22,3.16,1.2,51.85,3.58,-9.53,5.93,-4.12
260,4,600309.SH,万华化学,2011-10-10,基础化工,化学制品,聚氨酯,84.8,20.37,23.92,2.52,0.86,2654.64,-17.45,-25.1,-2.29,-6.35
261,5,300848.SZ,美瑞新材,2020-07-27,基础化工,化学制品,聚氨酯,16.79,92.59,84.23,4.65,0.42,71.84,15.22,25.25,3.22,0.02
262,6,603041.SH,美思德,2017-04-10,基础化工,化学制品,聚氨酯,13.16,37.58,76.12,1.6,0.9,24.1,-41.83,-42.72,4.56,5.76
263,7,603192.SH,汇得科技,2018-09-04,基础化工,化学制品,聚氨酯,26.65,30.33,30.3,2.37,1.4,37.78,0.17,14.69,-9.87,-10.12
264,8,300321.SZ,同大股份,2021-12-13,基础化工,化学制品,聚氨酯,42.58,450.13,474.77,5.97,0.1,37.81,-3.8,-8.11,6.02,1.41
265,1,688639.SH,华恒生物,2023-09-25,基础化工,化学制品,食品及饲料添加剂,36.47,48.13,48.72,3.4,0.68,91.22,-1.34,-23.26,42.53,46.54
266,2,002166.SZ,莱茵生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,9.19,41.81,51.72,2.22,1.07,68.15,-30.73,-41.27,8.73,15.37
267,3,600299.SH,安迪苏,2000-04-27,基础化工,化学制品,食品及饲料添加剂,9.34,23.88,24.14,1.45,1.68,287.65,-1.29,21.82,13.67,17.23
268,4,600873.SH,梅花生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,10.72,10.97,7.97,1.87,3.99,300.61,51.61,19.96,-2.49,-2.87
269,5,603079.SH,圣达生物,2024-07-31,基础化工,化学制品,食品及饲料添加剂,20.16,129.51,62.39,2.42,,38.11,146.04,129.2,2.04,4.23
270,6,002597.SZ,金禾实业,2011-07-14,基础化工,化学制品,食品及饲料添加剂,23.33,23.82,24.62,1.75,3.42,132.59,-4.44,35.29,-12.35,-3.73
271,7,300741.SZ,华宝股份,2018-03-08,基础化工,化学制品,食品及饲料添加剂,18.77,,,1.7,0.53,115.6,-57.0,-87.95,-7.21,-8.41
272,8,301206.SZ,三元生物,2022-02-17,基础化工,化学制品,食品及饲料添加剂,27.18,52.4,60.2,1.3,5.46,54.99,-16.8,10.73,-7.54,-15.62
273,9,603020.SH,爱普股份,2015-04-01,基础化工,化学制品,食品及饲料添加剂,11.26,27.13,23.68,1.31,1.57,43.15,26.07,33.85,-10.24,-14.87
274,10,301220.SZ,亚香股份,2022-06-29,基础化工,化学制品,食品及饲料添加剂,36.78,74.46,31.53,2.36,0.39,41.48,168.01,211.25,33.82,40.47
275,11,688089.SH,嘉必优,2023-09-25,基础化工,化学制品,食品及饲料添加剂,18.99,25.73,18.84,1.96,1.05,31.96,54.18,59.01,10.56,17.6
276,12,605016.SH,百龙创园,2021-04-28,基础化工,化学制品,食品及饲料添加剂,25.33,43.32,29.09,5.43,0.82,106.39,44.93,42.0,18.1,22.18
277,13,002562.SZ,兄弟科技,2011-03-17,基础化工,化学制品,食品及饲料添加剂,7.53,210.85,78.44,2.34,,86.05,211.75,357.17,4.84,3.45
278,14,600866.SH,星湖科技,1999-12-30,基础化工,化学制品,食品及饲料添加剂,7.32,12.9,9.49,1.46,5.19,121.62,49.9,65.22,-5.57,-3.85
279,15,605077.SH,华康股份,2021-02-23,基础化工,化学制品,食品及饲料添加剂,16.11,18.18,19.53,1.62,4.35,48.82,-9.91,-3.38,40.52,37.32
280,16,603739.SH,蔚蓝生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,15.63,63.14,47.32,2.23,0.64,39.55,51.24,-8.98,7.42,7.05
281,17,300858.SZ,科拓生物,2020-08-03,基础化工,化学制品,食品及饲料添加剂,18.59,51.91,49.28,2.68,0.81,48.98,7.08,-5.31,22.25,18.32
282,18,603235.SH,天新药业,2022-07-19,基础化工,化学制品,食品及饲料添加剂,26.9,18.08,19.09,2.46,2.51,117.76,-6.91,3.14,1.08,5.23
283,19,300829.SZ,金丹科技,2020-04-29,基础化工,化学制品,食品及饲料添加剂,18.4,111.54,61.48,1.73,0.22,41.82,30.06,56.31,8.41,5.43
284,20,301156.SZ,美农生物,2022-06-24,基础化工,化学制品,食品及饲料添加剂,19.34,54.91,46.24,3.82,2.17,27.23,29.44,17.68,14.68,13.69
285,21,603968.SH,醋化股份,2015-05-25,基础化工,化学制品,食品及饲料添加剂,12.19,,,1.38,,24.93,74.19,105.9,-9.44,-6.49
286,22,002001.SZ,新和成,2024-08-09,基础化工,化学制品,食品及饲料添加剂,27.7,14.51,11.82,2.69,2.52,851.34,33.37,63.46,5.45,12.76
287,1,002211.SZ,ST宏达,2008-02-15,基础化工,化学制品,有机硅,3.45,,,109.97,,14.92,41.0,37.1,47.36,87.39
288,2,603281.SH,江瀚新材,2023-02-07,基础化工,化学制品,有机硅,31.83,19.74,25.43,2.53,3.1,118.83,-29.5,-32.6,-16.38,-19.53
289,3,300727.SZ,润禾材料,2017-12-04,基础化工,化学制品,有机硅,34.71,64.97,51.4,4.81,0.66,62.53,36.34,38.61,3.56,4.16
290,4,603260.SH,合盛硅业,2022-08-01,基础化工,化学制品,有机硅,49.93,33.91,,1.84,0.89,590.28,-122.1,-140.6,-25.35,-26.34
291,5,300041.SZ,回天新材,2010-01-15,基础化工,化学制品,有机硅,12.45,68.38,45.03,2.41,1.2,69.65,32.38,4.18,8.49,7.72
292,6,300019.SZ,硅宝科技,2009-11-06,基础化工,化学制品,有机硅,22.0,36.41,28.06,3.23,1.36,86.49,44.63,51.56,24.3,47.36
293,7,605399.SH,晨光新材,2020-08-11,基础化工,化学制品,有机硅,14.99,113.15,,2.18,0.67,46.8,-173.67,-110.23,-9.06,-10.39
294,8,002909.SZ,集泰股份,2017-11-02,基础化工,化学制品,有机硅,7.37,149.08,5340.18,3.2,1.34,28.74,-129.87,-245.98,-12.57,-10.7
295,9,300821.SZ,东岳硅材,2020-03-19,基础化工,化学制品,有机硅,12.33,260.67,,3.02,0.12,147.96,-96.78,-35.3,-24.76,-14.98
296,10,603155.SH,新亚强,2020-09-08,基础化工,化学制品,有机硅,17.08,47.16,57.28,2.48,3.22,53.94,-20.39,-27.75,-19.05,-18.58
297,1,000936.SZ,华西股份,2007-07-03,基础化工,化学纤维,涤纶,8.52,64.33,23.75,1.41,0.47,75.49,132.98,109.15,0.88,5.28
298,2,603225.SH,新凤鸣,2017-04-25,基础化工,化学纤维,涤纶,20.26,28.13,25.3,1.75,1.09,309.58,16.55,17.28,4.77,7.1
299,3,603332.SH,苏州龙杰,2019-01-24,基础化工,化学纤维,涤纶,13.86,51.91,55.32,2.35,1.58,29.99,-6.12,8.81,-9.04,-6.98
300,4,600370.SH,三房巷,2022-08-01,基础化工,化学纤维,涤纶,2.53,,,2.0,,98.59,-60.2,-90.89,-12.49,-13.97
301,5,002206.SZ,海利得,2008-01-31,基础化工,化学纤维,涤纶,7.07,20.01,15.53,2.1,2.47,82.17,39.97,56.16,1.07,1.55
302,6,002998.SZ,优彩资源,2020-10-12,基础化工,化学纤维,涤纶,8.58,36.06,80.84,1.84,5.6,30.21,-47.84,-41.99,19.34,16.84
303,7,301057.SZ,汇隆新材,2021-09-16,基础化工,化学纤维,涤纶,40.75,154.13,127.98,6.27,0.49,47.67,25.88,35.41,11.26,8.75
304,8,002427.SZ,尤夫股份,2022-12-13,基础化工,化学纤维,涤纶,7.59,,274.67,7.89,,74.79,155.79,130.37,1.82,1.95
305,9,603073.SH,彩蝶实业,2023-03-23,基础化工,化学纤维,涤纶,21.12,24.47,25.26,1.77,1.42,24.5,-4.72,-24.66,6.2,2.74
306,10,603406.SH,天富龙,2025-08-15,基础化工,化学纤维,涤纶,39.23,34.59,34.64,3.52,1.27,156.92,-0.2,0.41,-7.93,-4.68
307,1,000677.SZ,恒天海龙,2021-12-13,基础化工,化学纤维,粘胶,4.11,80.92,481.56,6.99,,35.51,-93.0,16.79,0.89,5.18
308,2,600889.SH,南京化纤,1996-03-08,基础化工,化学纤维,粘胶,16.63,,,16.36,,60.92,67.26,-27.09,-64.23,-55.42
309,3,000949.SZ,新乡化纤,2024-07-31,基础化工,化学纤维,粘胶,6.79,45.82,62.68,1.74,,112.5,-33.15,-58.58,3.28,-1.52
310,4,000420.SZ,吉林化纤,1996-08-02,基础化工,化学纤维,粘胶,4.7,417.02,,2.61,,115.57,-47.41,-45.08,43.62,48.39
311,1,002825.SZ,纳尔股份,2017-07-03,基础化工,塑料,其他塑料制品,10.98,29.68,23.03,2.32,1.08,37.5,33.95,79.15,3.25,4.1
312,2,688087.SH,英科再生,2023-09-25,基础化工,塑料,其他塑料制品,31.1,19.64,17.8,2.2,0.51,60.35,16.29,-6.01,15.76,16.13
313,3,301019.SZ,宁波色母,2021-07-05,基础化工,塑料,其他塑料制品,23.3,38.24,34.52,3.72,2.58,38.44,15.12,10.5,-5.93,-7.95
314,4,300920.SZ,润阳科技,2021-01-04,基础化工,塑料,其他塑料制品,41.22,162.04,117.94,3.48,0.24,41.22,50.16,-24.71,12.17,2.5
315,5,300717.SZ,华信新材,2017-11-13,基础化工,塑料,其他塑料制品,21.26,43.18,38.34,3.01,0.94,21.85,18.56,5.03,16.11,11.18
316,6,300243.SZ,瑞丰高材,2021-12-13,基础化工,塑料,其他塑料制品,11.35,128.75,287.69,2.65,0.44,28.42,-33.35,-52.57,-0.0,2.62
317,7,605008.SH,长鸿高科,2020-08-28,基础化工,塑料,其他塑料制品,13.47,92.35,1129.64,4.32,,87.01,-84.34,-98.26,17.08,16.25
318,8,300980.SZ,祥源新材,2021-04-28,基础化工,塑料,其他塑料制品,34.67,187.16,105.61,3.4,0.51,47.87,94.49,84.54,32.34,31.5
319,9,301591.SZ,肯特股份,2024-03-06,基础化工,塑料,其他塑料制品,47.91,55.94,56.06,4.5,0.94,40.3,-0.24,9.16,4.53,9.16
320,10,603580.SH,*ST艾艾,2017-06-05,基础化工,塑料,其他塑料制品,14.12,,,4.38,0.58,18.45,127.72,174.57,48.75,17.52
321,11,002108.SZ,沧州明珠,2007-02-01,基础化工,塑料,其他塑料制品,4.99,53.16,52.7,1.64,2.02,82.27,0.99,-6.15,5.9,6.88
322,12,300539.SZ,横河精密,2017-07-03,基础化工,塑料,其他塑料制品,32.93,232.33,172.26,7.6,0.34,88.29,54.65,79.04,28.43,34.15
323,13,603150.SH,万朗磁塑,2022-02-07,基础化工,塑料,其他塑料制品,48.56,29.86,33.72,2.47,0.66,41.51,-14.88,-11.31,19.65,17.35
324,14,301216.SZ,万凯新材,2022-08-01,基础化工,塑料,其他塑料制品,22.59,,,2.16,0.58,131.06,183.45,30.33,-5.43,-4.87
325,15,603330.SH,天洋新材,2021-12-13,基础化工,塑料,其他塑料制品,7.6,,,2.15,,32.88,62.71,-139.15,-31.24,-28.88
326,16,300230.SZ,永利股份,2011-06-22,基础化工,塑料,其他塑料制品,5.17,18.85,18.75,1.29,1.26,42.04,0.75,14.99,8.66,17.01
327,17,300218.SZ,安利股份,2021-12-13,基础化工,塑料,其他塑料制品,16.75,18.72,21.99,2.35,1.47,36.35,-19.22,0.91,-6.84,-2.4
328,18,301090.SZ,华润材料,2022-08-01,基础化工,塑料,其他塑料制品,7.66,,,1.8,,112.79,62.35,28.96,-24.74,-17.95
329,19,300180.SZ,华峰超纤,2021-12-13,基础化工,塑料,其他塑料制品,6.57,162.92,272.03,2.45,0.08,115.7,-23.01,11.18,-14.18,-16.61
330,20,301196.SZ,唯科科技,2022-01-18,基础化工,塑料,其他塑料制品,77.35,44.01,36.58,2.93,0.78,96.93,25.2,30.71,25.45,33.51
331,1,301003.SZ,江苏博云,2021-06-23,基础化工,塑料,改性塑料,46.74,32.18,37.28,4.09,3.85,45.4,-19.16,-19.37,-12.24,-8.01
332,2,688669.SH,聚石化学,2023-09-25,基础化工,塑料,改性塑料,26.5,,,2.46,,32.15,161.43,82.48,-7.17,-10.05
