日期,样本代码,样本简称,所属行业,总市值(亿元),权重（%）
2026-01-30,2183,怡 亚 通,工业,157.38,0.02
2026-01-30,2184,海得控制,工业,46.66,0.01
2026-01-30,2185,华天科技,信息技术,495.46,0.07
2026-01-30,2186,全 聚 德,可选消费,37.11,0.0
2026-01-30,2187,广百股份,可选消费,55.02,0.0
2026-01-30,2189,中光学,信息技术,57.49,0.01
2026-01-30,2190,成飞集成,可选消费,129.57,0.01
2026-01-30,831,中国稀土,原材料,575.39,0.07
2026-01-30,837,秦川机床,工业,125.54,0.01
2026-01-30,838,财信发展,房地产,31.14,0.0
2026-01-30,850,华茂股份,可选消费,59.73,0.01
2026-01-30,852,石化机械,能源,77.43,0.01
2026-01-30,859,国风新材,原材料,89.15,0.01
2026-01-30,862,银星能源,公用事业,57.46,0.01
2026-01-30,863,三湘印象,房地产,79.22,0.01
2026-01-30,868,安凯客车,可选消费,45.66,0.0
2026-01-30,875,吉电股份,公用事业,245.93,0.03
2026-01-30,876,新 希 望,主要消费,407.05,0.04
2026-01-30,877,天山股份,原材料,402.45,0.01
2026-01-30,878,云南铜业,原材料,599.3,0.07
2026-01-30,880,潍柴重机,工业,163.74,0.02
2026-01-30,883,湖北能源,公用事业,326.36,0.01
2026-01-30,887,中鼎股份,可选消费,275.41,0.03
2026-01-30,888,峨眉山Ａ,可选消费,73.35,0.01
2026-01-30,2303,美盈森,原材料,63.86,0.01
2026-01-30,2307,北新路桥,工业,82.6,0.01
2026-01-30,2309,中利集团,工业,88.73,0.01
2026-01-30,2311,海大集团,主要消费,857.0,0.07
2026-01-30,2314,南山控股,房地产,82.05,0.0
2026-01-30,2315,焦点科技,信息技术,164.8,0.02
2026-01-30,2317,众生药业,医药卫生,162.76,0.02
2026-01-30,2318,久立特材,原材料,328.62,0.04
2026-01-30,2320,海峡股份,工业,237.16,0.01
2026-01-30,2321,华英农业,主要消费,53.32,0.01
2026-01-30,2324,普利特,原材料,200.78,0.02
2026-01-30,2327,富安娜,可选消费,58.17,0.0
2026-01-30,2328,新朋股份,可选消费,53.64,0.01
2026-01-30,2331,皖通科技,信息技术,41.9,0.01
2026-01-30,2332,仙琚制药,医药卫生,90.81,0.01
2026-01-30,2333,罗普斯金,工业,41.31,0.0
2026-01-30,2337,赛象科技,工业,39.38,0.0
2026-01-30,2338,奥普光电,信息技术,130.58,0.01
2026-01-30,2339,积成电子,工业,54.95,0.01
2026-01-30,890,法尔胜,原材料,21.69,0.0
2026-01-30,897,津滨发展,房地产,35.9,0.01
2026-01-30,899,赣能股份,公用事业,105.08,0.01
2026-01-30,900,现代投资,工业,64.96,0.01
2026-01-30,902,新洋丰,原材料,219.58,0.02
2026-01-30,905,厦门港务,工业,93.84,0.01
2026-01-30,906,浙商中拓,工业,44.21,0.0
2026-01-30,910,大亚圣象,原材料,42.59,0.0
2026-01-30,912,泸天化,原材料,75.11,0.01
2026-01-30,913,钱江摩托,可选消费,82.41,0.01
2026-01-30,915,华特达因,医药卫生,75.81,0.01
2026-01-30,920,沃顿科技,原材料,63.19,0.01
2026-01-30,922,佳电股份,工业,98.06,0.01
2026-01-30,923,河钢资源,原材料,157.76,0.02
2026-01-30,926,福星股份,房地产,36.0,0.01
2026-01-30,931,中 关 村,医药卫生,38.71,0.01
2026-01-30,932,华菱钢铁,原材料,433.17,0.04
2026-01-30,933,神火股份,原材料,739.02,0.09
2026-01-30,935,四川双马,原材料,206.28,0.01
2026-01-30,300659,中孚信息,信息技术,38.54,0.0
2026-01-30,300660,江苏雷利,工业,234.34,0.02
2026-01-30,300661,圣邦股份,信息技术,472.26,0.06
2026-01-30,300662,科锐国际,工业,58.53,0.01
2026-01-30,300663,科蓝软件,信息技术,82.01,0.01
2026-01-30,300664,鹏鹞环保,工业,43.33,0.01
2026-01-30,300665,飞鹿股份,原材料,19.18,0.0
2026-01-30,300666,江丰电子,信息技术,301.09,0.04
2026-01-30,300667,必创科技,信息技术,37.78,0.01
2026-01-30,300668,杰恩设计,工业,31.07,0.0
2026-01-30,300669,沪宁股份,工业,59.85,0.01
2026-01-30,300670,大烨智能,工业,21.17,0.0
2026-01-30,300671,富满微,信息技术,118.13,0.02
2026-01-30,300672,国科微,信息技术,308.5,0.04
2026-01-30,300676,华大基因,医药卫生,211.58,0.02
2026-01-30,300678,中科信息,信息技术,99.76,0.01
2026-01-30,300679,电连技术,信息技术,181.31,0.02
2026-01-30,300680,隆盛科技,可选消费,118.3,0.02
2026-01-30,300681,英搏尔,工业,76.61,0.01
2026-01-30,300685,艾德生物,医药卫生,85.59,0.01
2026-01-30,300686,智动力,信息技术,40.66,0.01
2026-01-30,300687,赛意信息,信息技术,93.98,0.01
2026-01-30,300688,创业黑马,工业,49.93,0.01
2026-01-30,300692,中赋科技,公用事业,41.48,0.01
2026-01-30,300693,盛弘股份,工业,118.74,0.02
2026-01-30,600509,天富能源,公用事业,118.06,0.01
2026-01-30,600510,黑牡丹,房地产,99.9,0.01
2026-01-30,600511,国药股份,医药卫生,219.33,0.02
2026-01-30,600512,腾达建设,工业,39.21,0.01
2026-01-30,600513,联环药业,医药卫生,52.75,0.01
2026-01-30,600516,方大炭素,原材料,231.49,0.03
2026-01-30,600518,康美药业,医药卫生,262.75,0.04
2026-01-30,600520,三佳科技,工业,42.78,0.01
2026-01-30,600523,贵航股份,可选消费,59.31,0.01
2026-01-30,600527,江南高纤,原材料,39.14,0.01
2026-01-30,600528,中铁工业,工业,185.72,0.02
2026-01-30,600531,豫光金铅,原材料,269.79,0.03
2026-01-30,600533,栖霞建设,房地产,27.41,0.0
2026-01-30,600535,天士力,医药卫生,225.59,0.02
2026-01-30,600536,中国软件,信息技术,421.32,0.05
2026-01-30,600540,新赛股份,主要消费,29.65,0.0
2026-01-30,600545,卓郎智能,工业,45.06,0.0
2026-01-30,600550,保变电气,工业,260.58,0.02
2026-01-30,603128,华贸物流,工业,78.15,0.01
2026-01-30,603129,春风动力,可选消费,384.31,0.04
2026-01-30,603131,上海沪工,工业,80.93,0.01
2026-01-30,603136,天目湖,可选消费,33.17,0.0
2026-01-30,603139,康惠股份,医药卫生,23.43,0.0
2026-01-30,603158,腾龙股份,可选消费,50.84,0.01
2026-01-30,603159,上海亚虹,工业,37.74,0.0
2026-01-30,603161,科华控股,可选消费,29.9,0.0
2026-01-30,603165,荣晟环保,原材料,39.49,0.0
2026-01-30,603166,福达股份,可选消费,108.73,0.01
2026-01-30,603167,渤海轮渡,工业,45.32,0.01
2026-01-30,603168,莎普爱思,医药卫生,27.5,0.0
2026-01-30,603177,德创环保,工业,23.67,0.0
2026-01-30,603178,圣龙股份,可选消费,41.28,0.0
2026-01-30,603179,新泉股份,可选消费,442.85,0.05
2026-01-30,603180,金牌家居,可选消费,32.16,0.0
2026-01-30,603183,建研院,工业,23.32,0.0
2026-01-30,603186,华正新材,信息技术,96.65,0.01
2026-01-30,603189,网达软件,信息技术,52.83,0.01
2026-01-30,603192,汇得科技,原材料,37.25,0.0
2026-01-30,603197,保隆科技,可选消费,78.46,0.01
2026-01-30,603199,九华旅游,可选消费,47.48,0.01
2026-01-30,603200,上海洗霸,工业,141.86,0.01
2026-01-30,300110,华仁药业,医药卫生,39.25,0.01
2026-01-30,300112,万讯自控,信息技术,26.44,0.0
2026-01-30,300113,顺网科技,信息技术,177.73,0.02
2026-01-30,300115,长盈精密,信息技术,526.14,0.07
2026-01-30,300122,智飞生物,医药卫生,415.8,0.04
2026-01-30,300126,锐奇股份,工业,27.02,0.0
2026-01-30,300128,锦富技术,信息技术,91.72,0.01
2026-01-30,300129,泰胜风能,工业,151.8,0.02
2026-01-30,300130,新国都,信息技术,150.9,0.02
2026-01-30,300135,宝利国际,原材料,37.6,0.0
2026-01-30,300141,和顺电气,工业,38.96,0.0
2026-01-30,300694,蠡湖股份,可选消费,27.65,0.0
2026-01-30,600557,康缘药业,医药卫生,82.04,0.01
2026-01-30,600558,大西洋,原材料,56.46,0.01
2026-01-30,600561,江西长运,工业,19.63,0.0
2026-01-30,600563,法拉电子,信息技术,244.55,0.03
2026-01-30,600566,济川药业,医药卫生,240.17,0.02
2026-01-30,600569,安阳钢铁,原材料,72.96,0.0
2026-01-30,600572,康恩贝,医药卫生,114.37,0.01
2026-01-30,600575,淮河能源,工业,245.1,0.01
2026-01-30,600577,精达股份,工业,297.71,0.04
2026-01-30,600578,京能电力,公用事业,354.15,0.01
2026-01-30,600579,中化装备,工业,43.24,0.0
2026-01-30,600580,卧龙电驱,工业,686.39,0.08
2026-01-30,600581,八一钢铁,原材料,44.61,0.0
2026-01-30,600582,天地科技,工业,249.56,0.02
2026-01-30,600583,海油工程,能源,294.9,0.03
2026-01-30,600584,长电科技,信息技术,885.4,0.13
2026-01-30,600586,金晶科技,原材料,80.65,0.01
2026-01-30,600588,用友网络,信息技术,518.7,0.05
2026-01-30,600590,泰豪科技,工业,95.09,0.01
2026-01-30,600592,龙溪股份,工业,95.17,0.01
2026-01-30,600638,新黄浦,房地产,50.44,0.01
2026-01-30,600641,先导基电,房地产,176.26,0.02
2026-01-30,600642,申能股份,公用事业,407.68,0.03
2026-01-30,600643,爱建集团,金融,79.18,0.01
2026-01-30,600644,乐山电力,公用事业,65.76,0.01
2026-01-30,600649,城投控股,房地产,132.74,0.01
2026-01-30,600650,锦江在线,工业,61.2,0.01
2026-01-30,600653,申华控股,可选消费,37.18,0.01
2026-01-30,600655,豫园股份,可选消费,217.59,0.02
2026-01-30,600657,信达地产,房地产,98.1,0.01
2026-01-30,600658,电子城,房地产,58.28,0.01
2026-01-30,600661,昂立教育,可选消费,30.63,0.0
2026-01-30,600663,陆家嘴,房地产,322.62,0.01
2026-01-30,600664,哈药股份,医药卫生,88.65,0.01
2026-01-30,600665,天地源,房地产,30.42,0.0
2026-01-30,600668,尖峰集团,原材料,45.79,0.01
2026-01-30,600673,东阳光,原材料,819.8,0.07
2026-01-30,600674,川投能源,公用事业,678.55,0.04
2026-01-30,600675,中华企业,房地产,178.36,0.01
2026-01-30,603214,爱婴室,可选消费,24.59,0.0
2026-01-30,603225,新凤鸣,原材料,319.64,0.02
2026-01-30,603226,菲林格尔,原材料,101.07,0.01
2026-01-30,603227,雪峰科技,原材料,94.63,0.01
2026-01-30,603228,景旺电子,信息技术,631.37,0.05
2026-01-30,603229,奥翔药业,医药卫生,81.95,0.01
2026-01-30,603232,格尔软件,信息技术,54.0,0.01
2026-01-30,603233,大参林,医药卫生,227.77,0.02
2026-01-30,603239,浙江仙通,可选消费,65.16,0.01
2026-01-30,603258,电魂网络,信息技术,46.39,0.0
2026-01-30,603260,合盛硅业,原材料,587.56,0.02
2026-01-30,603266,天龙股份,可选消费,43.28,0.0
2026-01-30,603277,银都股份,工业,99.05,0.0
2026-01-30,603278,大业股份,原材料,42.41,0.0
2026-01-30,603283,赛腾股份,工业,137.49,0.02
2026-01-30,603286,日盈电子,可选消费,80.84,0.01
2026-01-30,603289,泰瑞机器,工业,32.54,0.0
2026-01-30,603297,永新光学,信息技术,115.72,0.01
2026-01-30,603298,杭叉集团,工业,363.47,0.03
2026-01-30,603300,海南华铁,工业,143.72,0.02
2026-01-30,603303,得邦照明,可选消费,68.92,0.0
2026-01-30,603305,旭升集团,可选消费,206.87,0.02
2026-01-30,603306,华懋科技,可选消费,256.31,0.04
2026-01-30,300142,沃森生物,医药卫生,202.0,0.04
2026-01-30,300144,宋城演艺,可选消费,223.89,0.03
2026-01-30,300151,昌红科技,工业,88.13,0.01
2026-01-30,300153,科泰电源,工业,107.14,0.01
2026-01-30,300155,安居宝,信息技术,30.03,0.0
2026-01-30,300160,秀强股份,原材料,45.14,0.01
2026-01-30,300161,华中数控,工业,63.25,0.01
2026-01-30,300162,雷曼光电,信息技术,35.07,0.0
2026-01-30,300163,先锋新材,工业,26.73,0.0
2026-01-30,300164,通源石油,能源,75.79,0.01
2026-01-30,300168,万达信息,信息技术,97.24,0.01
2026-01-30,300169,天晟新材,原材料,22.36,0.0
2026-01-30,300170,汉得信息,信息技术,271.12,0.05
2026-01-30,300171,东富龙,工业,126.06,0.01
2026-01-30,300172,中电环保,工业,39.45,0.01
2026-01-30,300176,鸿特科技,可选消费,29.12,0.0
2026-01-30,600594,益佰制药,医药卫生,32.15,0.0
2026-01-30,600595,中孚实业,原材料,389.17,0.05
2026-01-30,600596,新安股份,原材料,174.1,0.02
2026-01-30,600598,北大荒,主要消费,311.09,0.02
2026-01-30,600602,云赛智联,信息技术,227.86,0.02
2026-01-30,600604,市北高新,房地产,76.99,0.01
2026-01-30,600606,绿地控股,房地产,230.49,0.01
2026-01-30,600611,大众交通,工业,89.11,0.01
2026-01-30,600613,神奇制药,医药卫生,30.2,0.0
2026-01-30,600615,鑫源智造,原材料,28.79,0.0
2026-01-30,600618,氯碱化工,原材料,132.72,0.01
2026-01-30,600621,华鑫股份,金融,176.43,0.02
2026-01-30,600623,华谊集团,原材料,189.1,0.01
2026-01-30,600629,华建集团,工业,195.43,0.02
2026-01-30,600633,浙数文化,信息技术,196.17,0.02
2026-01-30,600678,四川金顶,原材料,45.05,0.01
2026-01-30,600679,上海凤凰,可选消费,44.96,0.0
2026-01-30,600681,百川能源,公用事业,58.19,0.01
2026-01-30,600683,京投发展,房地产,36.22,0.0
2026-01-30,600686,金龙汽车,可选消费,118.74,0.01
2026-01-30,600689,上海三毛,可选消费,20.76,0.0
2026-01-30,600690,海尔智家,可选消费,1570.14,0.17
2026-01-30,600692,亚通股份,房地产,26.91,0.0
2026-01-30,600693,东百集团,可选消费,126.65,0.01
2026-01-30,600694,大商股份,可选消费,62.67,0.01
2026-01-30,600697,欧亚集团,可选消费,21.83,0.0
2026-01-30,600698,湖南天雁,可选消费,69.1,0.01
2026-01-30,600699,均胜电子,可选消费,390.51,0.04
2026-01-30,600703,三安光电,信息技术,806.23,0.1
2026-01-30,600706,曲江文旅,可选消费,27.98,0.0
2026-01-30,600707,彩虹股份,信息技术,241.14,0.02
2026-01-30,600708,光明地产,房地产,91.6,0.01
2026-01-30,600712,南宁百货,可选消费,35.73,0.0
2026-01-30,600713,南京医药,医药卫生,72.38,0.01
2026-01-30,600714,金瑞矿业,原材料,44.72,0.01
2026-01-30,2559,亚威股份,工业,58.06,0.01
2026-01-30,2560,通达股份,工业,51.26,0.01
2026-01-30,2561,徐家汇,可选消费,37.04,0.0
2026-01-30,2566,益盛药业,医药卫生,27.07,0.0
2026-01-30,2567,唐人神,主要消费,63.91,0.01
2026-01-30,2571,德力股份,可选消费,47.62,0.0
2026-01-30,2572,索菲亚,可选消费,143.11,0.02
2026-01-30,2573,清新环境,工业,54.2,0.0
2026-01-30,2576,通达动力,工业,29.39,0.0
2026-01-30,2577,雷柏科技,信息技术,50.97,0.0
2026-01-30,2578,闽发铝业,原材料,43.27,0.0
2026-01-30,2579,中京电子,信息技术,70.33,0.01
2026-01-30,2585,双星新材,原材料,80.12,0.01
2026-01-30,2587,奥拓电子,信息技术,44.31,0.01
2026-01-30,2588,史丹利,原材料,131.55,0.01
2026-01-30,2589,瑞康医药,医药卫生,50.26,0.01
2026-01-30,2590,万安科技,可选消费,76.14,0.01
2026-01-30,2595,豪迈科技,工业,666.88,0.06
2026-01-30,300179,四方达,原材料,94.08,0.01
2026-01-30,300181,佐力药业,医药卫生,119.59,0.02
2026-01-30,300184,力源信息,信息技术,127.65,0.02
2026-01-30,300187,永清环保,工业,34.67,0.0
2026-01-30,300188,国投智能,信息技术,119.64,0.01
2026-01-30,300189,神农种业,主要消费,88.68,0.01
2026-01-30,300190,维尔利,工业,37.54,0.0
2026-01-30,300191,潜能恒信,能源,100.26,0.01
2026-01-30,300194,福安药业,医药卫生,53.42,0.01
2026-01-30,300195,长荣股份,工业,36.06,0.0
2026-01-30,300196,长海股份,原材料,67.56,0.01
2026-01-30,300199,翰宇药业,医药卫生,167.02,0.03
2026-01-30,300200,高盟新材,原材料,52.02,0.01
2026-01-30,300203,聚光科技,信息技术,69.29,0.01
2026-01-30,300204,舒泰神,医药卫生,122.6,0.01
2026-01-30,300207,欣旺达,信息技术,432.86,0.06
2026-01-30,300212,易华录,信息技术,111.58,0.01
2026-01-30,300215,电科院,工业,60.45,0.0
2026-01-30,300695,兆丰股份,可选消费,83.04,0.0
2026-01-30,300696,爱乐达,工业,93.98,0.01
2026-01-30,300697,电工合金,原材料,81.47,0.01
2026-01-30,300699,光威复材,原材料,331.96,0.04
2026-01-30,300700,岱勒新材,原材料,56.85,0.01
2026-01-30,300701,森霸传感,信息技术,36.87,0.0
2026-01-30,300702,天宇股份,医药卫生,90.47,0.01
2026-01-30,300703,创源股份,可选消费,47.1,0.01
2026-01-30,300705,九典制药,医药卫生,77.04,0.01
2026-01-30,300706,阿石创,原材料,56.48,0.01
2026-01-30,300708,聚灿光电,信息技术,95.77,0.01
2026-01-30,300713,英可瑞,工业,27.22,0.0
2026-01-30,300715,凯伦股份,原材料,45.18,0.0
2026-01-30,300717,华信新材,原材料,21.66,0.0
2026-01-30,300718,长盛轴承,工业,238.84,0.02
2026-01-30,300719,安达维尔,工业,43.22,0.0
2026-01-30,300721,怡达股份,原材料,28.91,0.0
2026-01-30,300722,新余国科,工业,89.78,0.01
2026-01-30,300723,一品红,医药卫生,151.99,0.01
2026-01-30,300726,宏达电子,信息技术,204.93,0.01
2026-01-30,300729,乐歌股份,可选消费,49.09,0.0
2026-01-30,300730,科创信息,信息技术,31.47,0.0
2026-01-30,300732,设研院,工业,28.35,0.0
2026-01-30,300733,西菱动力,可选消费,54.32,0.01
2026-01-30,300735,光弘科技,信息技术,190.87,0.02
2026-01-30,600716,凤凰股份,房地产,39.97,0.0
2026-01-30,600717,天津港,工业,139.78,0.01
2026-01-30,600718,东软集团,信息技术,124.93,0.02
2026-01-30,600719,大连热电,公用事业,26.66,0.0
2026-01-30,600721,百花医药,医药卫生,35.34,0.01
2026-01-30,600722,金牛化工,原材料,59.39,0.01
2026-01-30,600725,云维股份,能源,58.67,0.01
2026-01-30,600726,华电能源,公用事业,190.62,0.01
2026-01-30,600728,佳都科技,信息技术,146.72,0.02
2026-01-30,600729,重庆百货,可选消费,108.35,0.01
2026-01-30,600731,湖南海利,原材料,42.3,0.01
2026-01-30,600733,北汽蓝谷,可选消费,448.67,0.05
2026-01-30,600736,苏州高新,房地产,80.01,0.01
2026-01-30,600739,辽宁成大,工业,191.37,0.02
2026-01-30,600740,山西焦化,能源,118.88,0.01
2026-01-30,600741,华域汽车,可选消费,606.27,0.05
2026-01-30,600742,富维股份,可选消费,72.45,0.01
2026-01-30,600743,华远控股,房地产,45.05,0.0
2026-01-30,600744,华银电力,公用事业,132.02,0.01
2026-01-30,600746,江苏索普,原材料,92.49,0.0
2026-01-30,600748,上实发展,房地产,102.74,0.01
2026-01-30,600749,西藏旅游,可选消费,37.72,0.0
2026-01-30,600750,华润江中,医药卫生,157.85,0.02
2026-01-30,2599,盛通股份,工业,42.61,0.01
2026-01-30,2601,龙佰集团,原材料,528.35,0.06
2026-01-30,2603,以岭药业,医药卫生,293.54,0.03
2026-01-30,2606,大连电瓷,工业,47.11,0.01
2026-01-30,2607,中公教育,可选消费,173.92,0.03
2026-01-30,2608,江苏国信,公用事业,291.67,0.01
2026-01-30,2609,捷顺科技,信息技术,65.89,0.01
2026-01-30,2614,奥佳华,可选消费,43.46,0.01
2026-01-30,2615,哈尔斯,可选消费,39.77,0.0
2026-01-30,2617,露笑科技,工业,165.38,0.03
2026-01-30,2628,成都路桥,工业,35.21,0.01
2026-01-30,2631,德尔未来,原材料,45.68,0.0
2026-01-30,2632,道明光学,原材料,76.83,0.01
2026-01-30,2633,申科股份,工业,24.33,0.0
2026-01-30,300217,东方电热,可选消费,78.63,0.01
2026-01-30,300219,鸿利智汇,信息技术,53.24,0.01
2026-01-30,300220,金运激光,信息技术,23.38,0.0
2026-01-30,300221,银禧科技,原材料,54.53,0.01
2026-01-30,300222,科大智能,工业,89.04,0.01
2026-01-30,300223,北京君正,信息技术,693.89,0.09
2026-01-30,300226,上海钢联,信息技术,93.39,0.01
2026-01-30,300228,富瑞特装,工业,62.49,0.01
2026-01-30,300229,拓尔思,信息技术,200.15,0.03
2026-01-30,300231,银信科技,信息技术,49.85,0.01
2026-01-30,300232,洲明科技,信息技术,85.15,0.01
2026-01-30,300234,开尔新材,工业,29.89,0.0
2026-01-30,300235,方直科技,信息技术,37.21,0.0
2026-01-30,300239,东宝生物,医药卫生,36.51,0.01
2026-01-30,300240,飞力达,工业,29.46,0.0
2026-01-30,300241,瑞丰光电,信息技术,43.01,0.01
2026-01-30,300245,天玑科技,信息技术,37.77,0.01
2026-01-30,300737,科顺股份,原材料,79.03,0.01
2026-01-30,300738,奥飞数据,信息技术,234.77,0.03
2026-01-30,300739,明阳电路,信息技术,70.73,0.01
2026-01-30,300740,水羊股份,主要消费,88.96,0.01
2026-01-30,300743,天地数码,信息技术,30.83,0.0
2026-01-30,300745,欣锐科技,可选消费,44.75,0.01
2026-01-30,300746,汉嘉数智,工业,30.5,0.0
2026-01-30,300747,锐科激光,信息技术,171.68,0.02
2026-01-30,300748,金力永磁,原材料,429.52,0.05
2026-01-30,300749,顶固集创,可选消费,34.35,0.0
2026-01-30,300750,宁德时代,工业,15427.77,1.65
2026-01-30,300752,隆利科技,信息技术,41.56,0.0
2026-01-30,300755,华致酒行,主要消费,70.19,0.0
2026-01-30,300759,康龙化成,医药卫生,438.46,0.05
2026-01-30,300761,立华股份,主要消费,168.37,0.01
2026-01-30,300763,锦浪科技,工业,329.59,0.03
2026-01-30,300766,每日互动,信息技术,166.86,0.03
2026-01-30,300767,震安科技,工业,52.55,0.01
2026-01-30,300769,德方纳米,工业,116.0,0.02
2026-01-30,600000,浦发银行,金融,3343.91,0.25
